,Title,Company,Rating,Location,Salary,Summary,Description,Link
136,Graduate Consultant – Sustainability,HDR,,London,,"Support team members and team leaders as required.Prepare deliverables such as permit applications, reports, presentations, proposals and other documents as…","Graduate Consultant – Sustainability - (162294)DescriptionAbout UsAt HDR | Hurley Palmer Flatt, we specialize in engineering, architecture, environmental and construction services. While we are most well-known for adding beauty and structure to communities through high-performance buildings and smart infrastructure, we provide much more than that. We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists. That's why we believe diversity is our greatest strength. HDR | HPF is proud to be an equal opportunity workplace and an affirmative action employer.Watch our 'About Us' videoWe believe that the way we work can add meaning and value to the world. That ideas inspire positive change. That coloring outside the lines can illuminate fresh perspectives. And that small details yield important realizations. Above all, we believe that collaboration is the best way forward.HDR | Hurley Palmer Flatt is looking for a Graduate Consultant – Sustainability to join our team.Assist in providing consultancy on a wide range of energy and environmental projects.Support team members and team leaders as required. Prepare deliverables such as permit applications, reports, presentations, proposals and other documents as required by the team. Maintain good relationships with our clients and deliver the highest level of service to contribute to winning repeat business.PRIMARY RESPONSIBUILITIESWork on defined tasks under limited supervision with some autonomy.Responsible for checking the quality and accuracy of own work.Responsible for the production of routine letters/ reports and other documents from standard templates.Responsible for the effective organisation of information and documentation e.g. filing and compliance with QA procedures etc.Production and/or verification of content of corporate environmental reports, SECR annual reports, and development of carbon reduction strategy.Responsible for meeting agreed deadlines, and working within agreed budgets, timescales and targets, and for raising potential issues with the team leader as soon as possible.Contribute to and comply with HPF company policies and procedures (incl. those related to the environment and Health & Safety).Develop an understanding of new and up and coming legislation and how it will impact our business and our clients.Contribute to internal ‘knowledge share’ of best practice.Identify and pursue new business opportunities where appropriate with existing and new clients (with the support of colleagues).PROJECT RESPONSIBILITESPreparing applications for Pollution Prevention and Control / Environmental / EUETS permits.Development of Environmental & Energy Management Systems (ISO14001/ISO50001).Implementation of Energy and Environmental Management Systems, Programmes or action plans. Including setting of tasks, ownership, priority and deadlines.Undertaking desk-based auditing, foot-printing and benchmarking for energy and carbon pertaining to existing estates.Production and/or verification of content of corporate environmental reports, or CRC annual reports.Carrying out on-site technical investigations / surveys / audits in order to identify opportunities, or to collate information for regulatory compliance. For example, may include assessment of building fabric, building services, energy systems, business operations and housekeeping.Supporting the sustainable design, construction or refurbishment of buildings. For example, by production of investment grade reports and business cases using analysis tools such as Simple Payback, IRR and NPV. Or for example by providing expert advice to the design team / client / contractor as the professional environmental consultant.Undertaking stakeholder engagement at all levels of our client organisations to communicate awareness and collect relevant information to assist in delivering energy, carbon or environmental programmes.Maintain professional knowledge of environmental, energy, carbon and sustainability legislation. Including the ability to understand and communicate the impacts of this, both current and future, to our client organisations.Project management of energy and carbon survey projects, including procurement, programme delivery, commissioning and monitoring of performance.Ad hoc tasks such as collating, analysing and distributing reports, preparing summary reports and researching topics as required by project teams.LI-BS1QualificationsSkills, Experience & QualificationsThe candidate is to must have experience working within an energy and sustainability environment within a recognized engineering practice and have a experience in the design procurement and installation process for major projects (ideally 2+ years’).An Energy/Sustainability/Building Services/Engineering related degree or similar.Knowledge, experience and capability of Building Physics software(s).Assessor capability in at least one of the following accreditation requirements is preferred and includes but not limited to: Building Regulations Part L Level 5 LCDEA and OCDEA.Health and Safety Awareness.Competency in MS Word, Excel, Outlook & PowerPoint.Able to develop well written technical reports.Good knowledge of appropriate design software such as AUTOCAD and REVITPersonable, positive ‘can do’ attitude with resource management experience.The ability to project a positive and professional attitude at all times.Establish rapport and good working relationships within the ESD team as well wider project teams and Clients.Effectively work as part of a team and collaboratively and co-operatively without detriment to the company objectives and values.Ideally a working knowledge of delivering BREEAM, LEED, CSH, HQM, WELL credits/point assessments and appropriate evidence reporting.Preferably have a good working knowledge and / or desire to develop knowledge of IESVE Apache HVAC in conjunction with delivering CIBSE TM54 and / or NABERS UK Design for Performance Operational Energy assessments.Ideally have working knowledge and experience in delivering CFD assessments for the built environment. If not, then an awareness of the limitations and application of Dynamic Thermal Modelling verses CFD is essential.Why HDR | HPFAt HDR | HPF, we know work isn't only about who you work for; it's also about what you do and how you do it. Led by the strength of our values and a culture shaped by employee ownership, we network with each other, build on each other's contributions, and collaborate together to make great things possible. When you join HDR | HPF, we give you license to do the same. We help you take charge of your career, giving you multiple growth opportunities along the way.Primary Location: United Kingdom-England-LondonIndustry: PowerSchedule: Full-timeEmployee Status: RegularBusinessClass: Building SpecialtiesJob Posting: Jun 24, 2021",https://uk.indeed.com/rc/clk?jk=4d446bbc71f9f8d5&fccid=c3725c584175877c&vjs=3
137,Junior Analyst,Capita Plc,3.2,London,,This role reports to the Head of Origination actively supporting sourcing activity across the CSP team and ensuring we select the best start-up partners for our…,"We are looking for someone about to start their placement year, or a recent graduate to join our rapidly expanding team full time for 6 months from August 2021. This role reports to the Head of Origination actively supporting sourcing activity across the CSP team and ensuring we select the best start-up partners for our programme.Job title:Junior AnalystJob Description:We are looking for someone about to start their placement year, or a recent graduate to join our rapidly expanding team full time for 6 months from August 2021. This role reports to the Head of Origination actively supporting sourcing activity across the CSP team and ensuring we select the best start-up partners for our programme.What you’ll be doing:Market research and competitor analysisSource new start-up opportunities from UK databases including BeauhurstSupport with due diligence- may include financial modellingCreate pitch decks for meetings with start-upsSet up suppliers on the supplier portalOrganise sourcing eventsCollate content for the monthly CSP newsletter and weekly team updatesWhat we’re looking for:The Junior Analyst must demonstrate the following attributes:Well-organised – arranging meetings, meeting deadlines, managing workloadProfessional – ability to communicate with senior stakeholders in a professional mannerDynamic – responds well to an environment where tasks may change from day-to-dayAble to work in a team – identifies opportunities to support team outside of defined activitiesTechnical skills – familiarity with Microsoft Excel and PowerPoint to produce reports and slide decksAbout Capita Scaling PartnerCapita Scaling Partner is the corporate VC business unit of Capita plc, set up in 2018. We help early stage B2B SaaS businesses scale rapidly by providing targeted access to thousands of trusted corporate and government relationships.We partner with B2B start-ups and early stage businesses to help them grow. Every business we partner with is supported by 2 people from our team who are dedicated to strategy and business development. This team makes valuable introductions across our expansive client and supplier networks, as well as providing support with funding rounds and expansion into international markets. Each partner is also plugged into our best-in-class SaaS sales engine who open doors and help to secure sales.What’s in it for you?A competitive basic salary23 days' holiday (rising to 27) with the opportunity to buy extra leaveThe opportunity to take a paid day out of the office, volunteering for our charity partners or a cause of your choiceCompany matched pension, life assurance, a cycle2work scheme ...and plenty moreVoluntary benefits designed to suit your lifestyle - from discounts on retail and socialising, to health & wellbeing, travel and technologyAccess to our Employee Network Groups, which represent every strand of diversity and allow colleagues to connect and learn from each other on an open, inclusive platformYou'll get the chance to follow your chosen career path anywhere in Capita. You'll be joining a network of 63,000 experienced, innovative and dedicated individuals across multiple disciplines and sectors. There are countless opportunities to learn new skills and develop in your career, and we'll provide the support you need to do just that. Our purpose is to create a better outcome for you.What we hope you’ll do next:Choose ‘Apply now’ to fill out our short application, so that we can find out more about you.[add information regarding assessment process, closing date, start date, contact email if applicable]To view our Covid-19 and process adjustments information, please visit the Capita Careers site.Equal OpportunitiesWe’re an equal opportunity employer, which means we’ll consider all suitably qualified applicants regardless of gender identity or expression, ethnic origin, nationality, religion or beliefs, age, sexual orientation, disability status or any other protected characteristic. We recruit and develop our people based on merit and their passion for creating better outcomes, and we’re committed to creating an inclusive environment for all employees. During the application process, you’ll be asked to share your personal characteristics and data with us. This helps us understand our audience so we can make sure we are doing everything we can to attract a diverse range of people and ensure our recruitment processes are fair and inclusive.Location:London,United KingdomTime Type:Full timeContract Type:Intern (Fixed Term) (Trainee)",https://uk.indeed.com/rc/clk?jk=48a988abc4de037b&fccid=1414937a5b52d0ad&vjs=3
138,Graduate Quantity Surveyor,Ferrovial Services,4.0,North West,"£26,500 a year",We’re looking for Quantity Surveying graduates to join our Commercial Graduate pathway in our Transport Infrastructure (TI) business.,"Commercial Graduate Programme – September 2021.*We may close before the application deadline of 29th June, so apply early to avoid disappointment*Our Opportunity:Our two-year Graduate Development Programme starts you on a journey to develop your career in a challenging, dynamic and supportive work environment. We’ll give you real responsibilities from day one, so you’ll get invaluable experience and exposure working on varied and exciting projects for a large, diverse and ambitious organisation.We’re looking for Quantity Surveying graduates to join our Commercial Graduate pathway in our Transport Infrastructure (TI) business. As a Commercial Graduate, you’ll work with our regional or contract-specific commercial teams, to ensure commercial best practice is utilised in order to maximise value and minimise risk.We have a number of exciting opportunities located across the country, namely:Birmingham (B4)Bradford (BD4)Bristol (BS35)Glasgow (G69)Kent (ME20)Nottinghamshire (NG10)Oxford (OX14)Runcorn (WA7)Sheffield (S2)Stafford (ST16)We want graduates who excel in their subject and who’ll bring talent, drive and fresh thinking to help propel our business forward. In return, we’ll provide you with all the support you need to achieve your career goals, because we want you to be successful and grow your career with us.If you possess the determination, adaptability, and ambition to become a technical expert in your field, then our graduate development programme could be for you.What you’ll get whilst on our Graduate Programme:Our fast-track graduate programme will set you on a clear path to achieving excellence in your career. We provide you with the tools to develop your skills and fulfil your potential, enabling you to gain exposure and experience of many different aspects at Amey.As a Commercial Graduate, you’ll gain experience of working alongside our commercial experts and collaborating with wider, multi-disciplinary teams on our contractsWe’ll develop your skills and knowledge so that you can help ensure our specified project outcomes are delivered on time, within budget and to the quality requiredA competitive starting salary (£26,500 per year) rising in line with your progress and achievementsA structured programme of targeted training and development activities, with a mentor assigned to support you through completion of the Professional Development Scheme designed to help you work towards professional qualificationWhat are we looking for:We treat people as individuals. We want a range of abilities, from practicality and problem-solving to precision and creativity. That goes for diversity too. We want a workforce as diverse as the communities we serve and value the experience that you bring to our business.If you like the sound of that and you are a proactive self-starter who is ambitious, driven, personable and full of energy and enthusiasm to create opportunities and question the accepted- we could be looking for you.We therefore try to keep our list of essential requirements to a minimum, but there are a few things needed to qualify for our programme:Minimum 2:2 BSc Quantity SurveyingAbility to be based from one of the stated locations and willingness to travel, based on project requirementsPassion for developing your skills both professional and personally with the drive to complete professional registration (Chartership) with RICSStrong analytical, written, communication and presentation skillsGood interpersonal and team working skills, with evidence of problem-solving abilitySelf-motivated with the ability to plan and manage your own time and activitiesAvailable to join us at the start of September 2021A full, clean UK driving licence would be advantageousWhat we give you in return:We place great value on all our people and the contribution they make to our business, that’s why in addition to providing an attractive starting salary, we also offer a fantastic range of benefits for those on our Graduate Programme:As an Amey employee, you’ll be eligible for our wider benefits and rewards for example, professional subscriptions, our Employee Assistance Programme, Save with Amey – a fantastic discount scheme for all employees and not to forget our Amey Flexible Benefits Programme where you can opt for benefits that suit youWe support you every step of the way; you’ll have a manager to oversee your progress, a dedicated mentor to provide expert guidance, a buddy to help you settle in, navigate your way around Amey and access our wider Early Careers communityTo support with your personal development, you’ll take part in additional non-technical learning modules with the wider Graduate community as well as Wellbeing events to ensure you’re getting the support you needWhat else is better about working at Amey?At Amey Transport Infrastructure we deliver forward-thinking solutions for high profile infrastructure clients; giving you the unique opportunity to bring truly ground-breaking work to life. Our success comes from a practical approach. We pride ourselves on solving complex challenges with original thinking, then turning it into a reality.We don’t believe in typical: we believe a diversity of backgrounds and skills create the best environment and opportunities. It means we ask the right questions to arrive at smarter solutions because we learn from each other’s perspectives. And this means smarter outcomes for our clients, our communities and ourselves.Nowhere else offers quite the same combination of positive influences and experiences to help you deliver your best. We’re proud of what we do, because we’re all given the freedom to perform – it’s what makes a career with us unlike any other.Amey is an equal opportunities employer.",https://uk.indeed.com/rc/clk?jk=5d869e0eef233602&fccid=17a321ff96463722&vjs=3
139,KS1 Teaching Assistant,Engage Education,3.4,Bradford,£500 a week,Ideal post for graduates looking to move into a career in teaching.KS1 Teaching Assistant Required for Primary School in Bradford.Earn up to £500 per week.,"Sector: PrimaryContract: Full timeStart date: June 2021KS1 Teaching Assistant Required for Primary School in BradfordKS1 Teaching Assistants needed in BradfordAbout the role:At Engage Education, we’ve specialised in recruiting teaching assistants for over a decade, so we know a bit about finding the ideal school for you. We’re currently looking for an enthusiastic teaching assistant to work full-time at a fantastic primary school in Bradford.Our team has built an excellent reputation in the local area, and we’re looking for more high-quality teaching assistants to work with these schools to positively impact the progress and attainment of their pupils.Our teaching assistants’ duties can include:Working with small groups of pupilsProviding intervention support1:1 support for SEND and lower ability pupilsThe ideal applicant will have:Some experience of working with children or in a schoolA real passion for education and improving the attainment of pupilsBags of creativity for stimulating and engaging pupilsHighlights of becoming an Engage Teaching AssistantEarn up to £500 per weekFull-time and part-time positions availableDevelop your knowledge of the national curriculumIdeal post for graduates looking to move into a career in teachingWhy choose Engage Education?We pay all our staff in line with the Agency Worker Regulations, meaning your pay will be equal to that of a permanent employeeYou will benefit from your own dedicated Engage consultant who will provide ongoing support and guidanceYou will be invited to our wide range of continued professional development (CPD) training sessions, provided by our in-house team of experienced senior leaders. These are completely free to attend!£150 referral bonus for each of your friends you refer to us when they work 10 days or more.How to apply:If you’re as excited about this role as we are, you can apply below – or get in touch with us directly.If you’re not contacted within 2 working days, unfortunately you have not been successful for this role. We have a lot of applications to our positions, so don’t be disheartened – you are still free to apply to one of our other vacancies that you may be more suited for. We will also keep your CV on file and continue to help you in your search for your next role.All candidates will be required to undertake a valid enhanced Disclosure & Barring Service (DBS) check. Full assistance will be provided.By applying for this role, you are consenting to Engage Education Ltd storing your personal details in our fully encrypted database, in line with GDPR requirements.We look forward to hearing from you!",https://uk.indeed.com/rc/clk?jk=76f470efd715d15c&fccid=4f55fe02e621433f&vjs=3
140,Graduate PMO Analyst,FNZ,3.2,Edinburgh,,The Global PMO is responsible for working with the senior leadership team to understand their requirements for measuring the Global Project Portfolio progress…,"Role ProfileThe PMO Analyst works as part of the Global PMO. The Global PMO is responsible for working with the senior leadership team to understand their requirements for measuring the Global Project Portfolio progress and success. This involves: determining the type, frequency and method of data collection; facilitating the collection of project data; collecting data about data quality and timeliness and escalating where appropriate; determining the analytical process to transform the data into useful management information and presenting the management information back to the leadership team to track the performance of the business and guide business decision. The PMO also facilitates and reports adherence to the FNZ Governance processes ensuring robust financial management and control is in place for our project process.The successful candidate will need to be able to work and communicate with people across all our global locations and at all levels of the organisation including senior executives.ResponsibilitiesThe PMO Analyst is responsible for running regular data analysis reports to schedule, setting up projects and releases in our reporting systems and supporting those systems. The PMO Analyst will have primary responsibility for some key areas, but will need to provide cover during absences for other members of the team:Primary ResponsibilitySetting up projects in systems (currently Smartsheet) to facilitate data collection from the project teams.Setting up releases in Jira to facilitate data collection from the project teams including dashboards.Bulk uploads of data into Jira e.g. client tests.Support and Issue resolution in Smartsheet, Jira and Hub Planner.Running scheduled reports and analysis process and distributing to appropriate audiences including productivity analysis, financial reporting, compliance reporting, project metric analysis.Ensuring that the project teams maintain project delivery data covering all current (internal and customer) projects, tracking key project milestones and facilitating regular updates from project and delivery managers via data collection systems e.g. Smartsheet, PPM and Jira.Maintain the company resource plan, facilitating the collection of resource supply and demand data from Project Managers, Development Managers and Resource Managers, ensuring this aligns with HR staff numbers, takes into account project allocations and future requirements. Work with the resource owners to ensure that current and planned staff allocations are reflected in the plan.Provide other FNZ Teams with management information per the reporting timetable e.g. Finance, HR, and the SLTRequired SkillsWe are looking for people with some relevant experience, either in a project delivery environment or a PMO. Our minimum requirements are:Maths or Technology Degree or equivalent;Good knowledge of Excel, including advanced formula use;Knowledge of project management methodologies including Agile preferable;Knowledge of Smartsheet, Microfocus PPM or Jira preferable;Fluent in English;Ability to learn quickly in a dynamic fast-paced industry;Enjoy working as part of a high performance team;Excellent communication skills, confident in dealing with stakeholders including senior executives;Proactive, self-driven approach;High attention to detail;Superior analytical thinking and problem solving abilities;Excellent organizational/administration skills.Completer finisher .Opportunities:Be part of a highly successful, rapidly growing, global business that is leading the delivery of financial services via cloud computing and partners with some of the world’s largest companies;Remuneration and career advancement is based on individual contribution and business impact rather than tenure or seniority;We provide significant financial rewards for high performing individuals; andWe provide global career opportunities for our best employees at any of our Global offices.At FNZ, we recognise that diversity, inclusion, and accessibility are important factors for our success. We embrace the unique perspective and capabilities of our current and future employees, which will help us continue to drive innovation and achieve our business goals. Recruitment decisions at FNZ are made in a non-discriminatory manner where all employees are valued and respected. In particular, we want to ensure accessibility needs are well supported thus, ensuring our recruitment process is fair and equitable for all applicants.Please let us know if there is any support we can provide to ensure FNZ’s recruitment process is fully accessible to you. You can contact us at recruitment2@fnz.co.uk to discuss specific requirements.#LI-JR1",https://uk.indeed.com/rc/clk?jk=538cf16bf633f8d1&fccid=43cc43f2e0dbc56c&vjs=3
141,Pricing Analyst (Graduate),Markerstudy Group,3.2,Haywards Heath,,Markerstudy Group are looking for a Pricing Analyst to join and help develop their existing technical pricing structure across a range of insurance lines.,"OverviewMarkerstudy Group are looking for a Pricing Analyst to join and help develop their existing technical pricing structure across a range of insurance lines.Markerstudy is a leading provider of private insurance in the UK, insuring around 5% of the private cars on the UK roads, 20% of commercial vehicles and over 30% of motorcycles in total premium levels of circa £800m. Majority of business is written as the insurance pricing provider behind household names such as Tesco, Sainsbury’s, O2, Halifax, AA, Saga and Lloyds Bank to list a few.As a Pricing Analyst, you will use your analytical skills to:Make recommendations to senior stakeholders for action based on the results of pricing analysisCreate innovative data solutionsBuild and maintain sophisticated models using a range of data science techniquesDevelop reporting structures to monitor pricing performanceAnalysts’ will have access to market leading software provided by Willis Towers Watson, as well as the chance to develop data science and machine learning techniques.Working closely with pricing and underwriting teams, your insight and recommendations will enable improvements to products and prices giving Markerstudy a critical advantage in the increasingly competitive insurance market.Successful candidates will have the opportunity to sit the actuarial exams or CII exams and move onto a comprehensive study package subject to meeting joining criteria and maintaining performance requirements on their day-to-day work. Although taking the exams is not considered essential or required for career progression.*Job Purpose: *Provision of pricing analysis, modelling results and reporting to internal and external customers. This will be across Motor, Home and Commercial Lines business.*Key Responsibilities*: Develop advanced pricing models to meet business requirementsResearch and leverage new and existing data sources; creating innovative data featuresImplement a wide range of data science and statistical techniques, including Machine LearningCollaborate with peers in pricing and underwritingCommunicate results to key decision makers across the business for action based on the results of pricing analysisUsing specialist software to monitor trends and review impact of pricing proposalsAssist the maintenance and monitoring of pricing performanceConduct analysis across a range of markets, including; Private Motor, Commercial Vehicle, Bike, Taxi, and HomeCompare prices, products and conditions with the marketKey Skills and Experience: Ability to analyse, understand and interpret data from varying sourcesEducated to a high level with a numeric backgroundA good quantitative degree in, but not limited to is advantageous: Mathematics, Statistics, Engineering, Physics, Computer Science, Actuarial Science or PsychologyAbility to communicate the results in a concise manner, making recommendations where appropriatePrevious experience of SAS/SQL (or similar programming language) or knowledge of R or other machine learning techniques an advantage.*Behaviours: *Self-motivated with a drive to learn and developLogical thinker with a professional and positive attitudePassion to innovate and improve processesPersonality and a sense of humorJob Type: Full-time",https://uk.indeed.com/company/Markerstudy-Group/jobs/Pricing-Analyst-bd708bf3383dcafc?fccid=20984b18d2578ac4&vjs=3
142,SEND Administration Assistant,Reach Academy Feltham,4.0,Feltham TW13 4AB,"£20,000 - £30,000 a year",The successful candidate will share the school’s vision and the belief that all young people can achieve at high levels.,"The RoleThis role is perfect for a graduate looking to make a career in school administration or an experienced administrator looking for a uniquely rewarding challenge.The successful candidate will share the school’s vision and the belief that all young people can achieve at high levels.This role involves supporting the SEND team to ensure that all pupils, parents, external agencies and staff have the information they need to be able to make timely, professional and accurate decisions in the best interests of children with SEND.Job PurposeThis is a crucial role in the school. You will be the key conduit of information between multiple parties, often handling sensitive and complex information. You will be highly organised, able to work at a fast pace and enjoy communication with a wide range of people.Main ResponsibilitiesYou will be the initial point of contact for all enquiries into the SEND department.You will provide assistant with and solutions to all SEND related issues. You will be equally comfortable communicating via telephone / over the internet, as you are in person. You will be skilled at managing all situations even when emotions are running high.You will make sure that the SEND register, all staff and student timetables and provision maps and trackers are up to date. You will use database systems to help you to stay organised and enable you to collate reports swiftly.You will attend meetings, ensuring that confidentiality is maintained and minutes are taken accurately and distributed swiftly.You will support with the management of safeguarding files for students and assist with the electronic recording of safeguarding information.You will ensure that all aspects of SEND work is legally compliant and meeting statutory obligations.You will manage team diaries and liaise with internal stakeholders and departments such as the finance team and teaching departments to ensure that all resources for students with SEND are ordered and distributed effectively.You will always embody the Reach values, acting as a role model for pupils and colleagues.You will undertake any other responsibilities and duties as directed by the Academy Leadership Team.Above all else you will be a tireless advocate for SEND students holding them, and their dignity, in mind at all times.Person SpecificationStrong academic attainment or proven track record (R);Values driven (R);Excellent communication & organisational skills (R);Experience working in a school environment (D);Experience using databases to manage information (D).We will invest in any necessary training for you.Application deadline: 08/07/2021Job Type: PermanentSalary: £20,000.00-£30,000.00 per yearBenefits:Company pensionSchedule:Monday to FridayWork remotely:No",https://uk.indeed.com/company/Reach-Academy-Feltham/jobs/Send-Administration-Assistant-b793274d216ac86f?fccid=27f9c17c8c3e2dbe&vjs=3
143,Graduate Content Associate,Private Equity Insights (London),,London,,"By providing you with the ownership of our content, we want to constantly push you towards improvement.Research, define and write exciting and inspirational…","Do you thrive in a fast-paced environment, where you gain a tremendous amount of responsibility? Do you want to be part of an exceptional entrepreneurial team with young, motivated and extremely driven people? Are you interested in being an expert within the Private Equity landscape? And are you curious or passionate about connecting with people?About usPrivate Equity Insights is the world's leading Private Equity community. We connect and develop more than 250,000 investment professionals across the world, through our platforms, which include conferences, webinars, magazines and news reports.For more than 10 years, PEI has helped Investors, Fund Managers and CXOs rethink what it takes to fundraise, invest, operate and exit in Private Equity, and does so via online engagement and cutting edge conferences in Singapore, UK, France, Poland & CEE, Benelux, Switzerland, Iberia, Germany, Italy, Nordics, DACH and New York.What we offer youAs our Graduate Content Associate you will rocket launch your career by this unique opportunity to be a key player in expanding one of the greatest brands within Private Equity through ground-breaking content creation. By providing you with the ownership of our content, we want to constantly push you towards improvement. You'll be working out of our HQ in London with the opportunity to work closely together with the biggest names within Private Equity. We will provide you with:An opportunity for getting operational experience in a scale-up where both your work and the results are highly tangible and matters to the businessA chance to work closely together with the CEO on our contentUnlimited growth potential in our company - we strongly believe in and have a track record of promoting internallyYour responsibilitiesYour responsibilities will vary; however, some of them will be to:Research, define and write exciting and inspirational agendas for our webinars and conferencesSource, reach out to and build relationships with world-leading speakers to build our database for our global webinars and conferencesPrepare and align with speakers to ensure top quality content, as well as an out of the world experience for speakers and attendeesWhat we expect from youYou possess an unparalleled work ethic with a high sense of urgency. You have a relentless drive and desire to be the very best at what you do. You take ownership of everything you do, are proactive and follow through on commitments. Moreover, you're humble and you share our passion for building and executing new businesses. Furthermore, we expect that you:Have acquired a bachelor's or master's degree with outstanding resultsHave an UK work permitAre curious about people and love to speak, build and nurture relationsAre an excellent communicator (especially) verbally and in writingAre well-organised and display the ability to structure and prioritise your work",https://uk.indeed.com/rc/clk?jk=40837011636e221f&fccid=ff198ba75c9f3d80&vjs=3
144,EMEA Technology Graduate Programme 2021,Appnovation Technologies,,Cardiff,,There are technical areas that require investigation and experimentation along with the potential to work on proof-of-concept spikes.,"Appnovation helps brands thrive through innovative, people-inspired experiences and solutions. By embracing the powerful combination of technology and agility, we seamlessly integrate strategy, experience, design, development and analytics.We create standout digital experiences by collaborating with brands to understand the individual challenges and goals for every initiative. Focusing on our clients' customers, we effectively combine empathy, evidence and real-world insight so that solutions are derived from truth and meaning. Appnovation is an award-winning team dedicated to inspiring possibility. THE PROGRAMME AND OPPORTUNITY:Our grad programme is designed to amplify the skills you might already have or those you'd just love the opportunity to learn. At the end of the 9 months, you'll get the opportunity to pitch for a full-time role at Appnovation. It'll be a chance to tell us why we should take you on full time and what your focus would be - based on the interests and skills you will have developed.During your placement in the department you will get to try out all of the key areas:FundamentalsWe will discuss what you would like to get out of this programme, understand your current skills and capabilities and recommend areas to ramp, if needed, to progress with opportunities in the business.Internal ProjectsThere are technical areas that require investigation and experimentation along with the potential to work on proof-of-concept spikes. This will provide good experience with research, planning and technical approach for solutions. You will get to work with others with complimentary skills from a UX and design perspective. You can also hone your skills in terms of planning, task management and documentation.ArchitectureYou will have the opportunity to learn from being exposed to different architecture paradigms within the business in terms of application and service driven architectures. You will work towards being able to design your own solution architecture and rationalise it.AutomationYou can have the opportunity to, if it interests you, work with our QA testing team and look at automation strategies that can fit into continuous integration processes.Proposal InputsYou will also be open to understanding the business of technology, and be exposed to assisting on new business opportunities in terms of technical research, preparation and articulation of concepts internally.WHO YOU ARE:First and foremost, you have a keen interest or affinity for technology. You have an analytical, insights, data-informed nature, yet have a creative side as well.You're goal-oriented, a ""do-er"" and derive a sense of pride & accomplishment tackling and completing your to-dos that need to get done through the week.A strong interest in web technologies and capabilities such as Content Management Solutions, Micro Services, NodeJS and React JS.You have passion and tenacity for problem solving.You are a forward thinker and happy to ask the 'stupid' question.LOCATION OF PROGRAMME:CARDIFF, WALES - UKFIND OUT MORE:Click here to find out further information about Appnovation's Graduate Programmes for 2021HOW TO APPLY:Please apply with a short video clip introducing yourself - tell us what makes you different and why you'd like the opportunity to be part of Appnovation's UK Graduate Scheme. Thank you for your interest in a career with Appnovation Technologies! Please note that only those selected for an interview will be contacted.Appnovation is an equal opportunity employer and committed to diversity and inclusion. We encourage applications from all qualified candidates and accommodations are available upon request throughout the recruitment process.",https://uk.indeed.com/rc/clk?jk=d736dd07d48b71c4&fccid=44fd14c53aec5d7e&vjs=3
145,Graduate Engineer,Michael Page UK,3.5,Liversedge,"£22,000 - £33,000 a year","Owens Corning based in Liversedge, West Yorkshire are now looking to find a highly skilled, Motivated Graduate Engineer to join the Manufacturing Leadership…","Graduate Engineer Vacancy with Owens Corning based in Liversedge, West YorkshireAre you a Graduate Engineer looking for a Manufacturing Leadership Program?About Our ClientFrom reinforcing new builds and making them last longer, to enabling cutting-edge technology with composites, for years Owens Corning has been creating materials that make the world a better place. A global leader with 19,000 people in 37 countries, we keep a pulse on the needs of customers around the world. And as a company that has been on the Fortune 500® list for 64 consecutive years, you can be certain our careers are filled with opportunity.OPPORTUNITYOwens Corning based in Liversedge, West Yorkshire are now looking to find a highly skilled, Motivated Graduate Engineer to join the Manufacturing Leadership Program. This role will sit within the Maintenance and Reliability team where the successful candidate will be mentored and developed by seasoned maintenance and engineering professionals.This position will give you the opportunity to participate in a dynamic learning experience while contributing to the company's change agenda which is 'Winning with Our Customers and Growing Our People'. As a program participant you will be encouraged to find innovative ways to create value while consistently improving results.Job DescriptionThe Leadership programs at Owens Corning provide an opportunity for highly skilled and motivated candidates to participate in a dynamic learning experience. Participants complete two years of their program at an Owens Corning manufacturing plant for technical and leadership training and during this time participants will be mentored, developed, trained and challenged by maintenance and engineering professionals.The Successful ApplicantTo apply for this exciting position, you will have a Degree in Mechanical/Electrical Engineering or similar discipline. Candidates are not required to have any industry experience but do need to possess a Willingness to learn and flexibility to travel. If you do have previous relevant internships/co-ops in a manufacturing setting this would also be considered.What's on OfferSalary is highly competitive, £22,000 to £33,000.ContactGlyn DobbQuote job refJN-042021-2563431Phone number+44 114 263 6028",https://uk.indeed.com/rc/clk?jk=8fc87a04e8931db8&fccid=77087bd1709a8148&vjs=3
